# Figura 6.17 da dissertação de Marcos A. G. da Silva Filho (COPPE/UFRJ, 2023)
# cenário 6 — DeltaT [C]
# série "Simulação"; vértices extraídos do gráfico vetorial, NÃO a saída numérica original
t_min,valor
177591.30,-0.0672
177591.29,-0.2614
177591.30,-0.0471
177827.61,-0.0471
177827.61,-0.1464
177827.61,0.0681
178063.92,0.0681
178063.92,-0.1305
178300.23,-0.2255
178300.24,-0.0111
178300.23,-0.1104
178528.67,-0.2024
178528.67,0.0119
178528.67,-0.0888
178764.98,-0.0888
178764.98,-0.1881
178764.98,0.0249
179001.30,0.0249
179001.30,-0.0744
179237.61,-0.0744
179237.61,-0.2672
179237.61,-0.0528
179473.92,-0.0528
179473.92,-0.2442
179473.92,-0.0298
179702.36,-0.0298
179702.36,-0.1291
179702.36,0.0868
179702.36,-0.0140
179938.67,-0.0140
179938.67,-0.2053
179938.67,0.0090
180174.98,0.0090
180174.98,-0.1895
180411.29,-0.2830
180411.30,-0.0672
180411.30,-0.1665
180411.29,0.0479
180647.61,0.0479
180647.61,-0.0528
180876.04,-0.0528
180876.04,-0.2442
180876.04,-0.0284
181112.36,-0.0284
181112.36,-0.2197
181112.36,-0.0053
181348.67,-0.0053
181348.67,-0.1046
181348.67,0.1098
181584.98,0.1098
181584.98,0.0105
181821.29,0.0105
181821.30,-0.0888
182049.73,-0.0888
182049.73,-0.2802
182049.73,-0.0658
182286.04,-0.0658
182286.04,-0.2571
182286.04,-0.0413
182286.04,-0.1406
182522.36,-0.2312
182522.36,-0.0168
182522.36,-0.1176
182522.36,0.0969
182758.67,0.0969
182758.67,-0.0024
182994.98,-0.0024
182994.98,-0.1924
182994.98,0.0220
183223.42,0.0220
183223.42,-0.0773
183459.73,-0.0773
183459.73,-0.2672
183459.73,-0.0528
183696.04,-0.0528
183696.04,-0.1521
183696.04,0.0623
183932.36,0.0623
183932.36,-0.0370
184168.67,-0.0370
184168.67,-0.2269
184168.67,-0.0111
184397.10,-0.0111
184397.11,-0.1996
184397.10,0.0148
184633.42,0.0148
184633.42,-0.1838
184869.73,0.0307
184869.73,-0.0686
185106.04,-0.0686
185106.04,-0.2571
185106.04,-0.0428
185342.36,-0.0428
185342.36,-0.2312
185342.36,-0.0168
185570.79,-0.0168
185570.79,-0.1162
185570.79,0.0997
185807.10,0.0997
185807.10,-0.0010
186043.42,-0.0010
186043.42,-0.1895
186043.42,0.0263
186279.73,0.0263
186279.73,-0.0730
186516.04,-0.0730
186516.04,-0.2614
186516.04,-0.0471
186744.48,-0.0471
186744.48,-0.2341
186744.48,-0.0197
186980.79,-0.0197
186980.79,-0.1191
186980.79,0.0969
186980.79,-0.0039
187217.10,-0.0039
187217.10,-0.1032
187453.42,-0.1924
187453.42,0.0234
187453.42,-0.0758
187689.73,-0.0758
187689.73,-0.2643
187689.73,-0.0500
187918.17,-0.0500
187918.16,-0.1493
187918.17,0.0667
188154.48,0.0667
188154.48,-0.0341
188390.79,-0.0341
188390.79,-0.2212
188390.79,-0.0053
188627.10,-0.0053
188627.10,-0.1924
188627.10,0.0220
188863.42,0.0220
188863.42,-0.0773
189091.85,-0.0773
189091.85,-0.2643
189091.85,-0.0500
189328.17,-0.0500
189328.16,-0.1493
189328.17,0.0667
189564.48,0.0667
189564.48,-0.1334
189800.79,-0.2212
189800.79,-0.0039
189800.79,-0.1046
190037.10,-0.1909
190037.10,0.0249
190037.10,-0.0758
190265.54,-0.0758
190265.54,-0.1751
190265.54,0.0407
190501.85,0.0407
190501.85,-0.0586
190738.17,-0.0586
190738.16,-0.2442
190738.17,-0.0298
190974.48,-0.0298
190974.48,-0.2154
190974.48,0.0005
191210.79,0.0005
191210.79,-0.1852
191210.79,0.0307
191439.23,0.0307
191439.23,-0.0686
191675.54,-0.0686
191675.54,-0.1694
191675.54,0.0479
191911.85,0.0479
191911.85,-0.0528
192148.17,-0.0528
192148.16,-0.2384
192148.17,-0.0226
192384.48,-0.0226
192384.48,-0.2082
192384.48,0.0076
192384.48,-0.0917
192612.91,-0.0917
192612.91,-0.1924
192612.91,0.0234
192849.23,0.0234
192849.23,-0.0758
193085.54,-0.0758
193085.54,-0.2614
193085.54,-0.0456
193321.85,-0.0456
193321.85,-0.2312
193321.85,-0.0140
193558.16,-0.0140
193558.16,-0.1996
193558.16,0.0148
193786.60,0.0148
193786.60,-0.0845
194022.91,-0.0845
194022.91,-0.1838
194022.91,0.0321
194259.22,0.0321
194259.23,-0.0672
194495.54,-0.0672
194495.54,-0.2514
194495.54,-0.0370
194731.85,-0.0370
194731.85,-0.2212
194731.85,-0.0053
194960.29,-0.0053
194960.29,-0.1046
194960.29,0.1113
195196.60,0.1113
195196.60,-0.0888
195432.91,-0.0888
195432.91,-0.1881
195669.23,-0.2730
195669.22,-0.0557
195669.23,-0.2413
195905.54,-0.0240
195905.54,-0.1248
196133.97,-0.2082
196133.97,0.0062
196133.97,-0.0931
196370.29,-0.0931
196370.29,-0.1924
196370.29,0.0234
196606.60,0.0234
196606.60,-0.0758
196842.91,-0.0758
196842.91,-0.2600
196842.91,-0.0442
197079.22,-0.0442
197079.23,-0.2284
197079.22,-0.0111
197307.66,-0.0111
197307.66,-0.1119
197307.66,0.1055
197543.97,0.1055
197543.97,0.0048
197780.29,0.0048
197780.29,-0.0960
198016.60,-0.0960
198016.60,-0.2773
198016.60,-0.0614
198252.91,-0.0614
198252.91,-0.2442
198252.91,-0.0284
198481.35,-0.0284
198481.35,-0.2111
198481.35,0.0048
198717.66,0.0048
198717.66,-0.0946
198953.97,-0.0946
198953.97,-0.1938
198953.97,0.0220
199190.29,0.0220
199190.29,-0.1766
199426.60,-0.2600
199426.60,-0.0428
199426.60,-0.1435
199655.03,-0.2255
199655.03,-0.0096
199655.03,-0.1909
199891.35,0.0249
199891.35,-0.0744
200127.66,-0.0744
200127.66,-0.1737
200127.66,0.0422
200127.66,-0.0571
200363.97,-0.0571
200363.97,-0.2384
200600.29,-0.0226
200600.29,-0.2053
200600.29,0.0119
200828.72,0.0119
200828.72,-0.0888
201065.03,-0.0888
201065.03,-0.1881
201065.04,0.0278
201301.35,0.0278
201301.35,-0.0715
201537.66,-0.0715
201537.66,-0.2528
201537.66,-0.0370
201773.97,-0.0370
201773.97,-0.2183
201773.97,-0.0010
202002.41,-0.0010
202002.41,-0.1823
202002.41,0.0350
202238.72,0.0350
202238.72,-0.0658
202475.03,-0.0658
202475.03,-0.1651
202475.04,0.0508
202475.03,-0.0500
202711.35,-0.0500
202711.35,-0.2298
202711.35,-0.0140
202947.66,-0.0140
202947.66,-0.1938
202947.66,0.0220
203176.10,0.0220
203176.10,-0.0773
203412.41,-0.0773
203412.41,-0.2571
203412.41,-0.0413
203412.41,-0.1420
203648.72,0.0738
203648.72,-0.0255
203885.03,-0.0255
203885.03,-0.1248
204121.35,-0.2053
204121.35,0.0119
204121.35,-0.0888
204349.78,-0.0888
204349.78,-0.2686
204349.78,-0.0528
204586.10,-0.0528
204586.09,-0.2327
204586.10,-0.0168
204822.41,-0.0168
204822.41,-0.1162
204822.41,0.0997
205058.72,0.0997
205058.72,0.0005
205295.03,0.0005
205295.03,-0.1794
205295.03,0.0379
205523.47,0.0379
205523.47,-0.0629
205759.78,-0.0629
205759.78,-0.2413
205759.78,-0.0255
205996.10,-0.0255
205996.10,-0.2053
205996.09,0.0105
206232.41,0.0105
206232.41,-0.0888
206468.72,-0.0888
206468.72,-0.1895
206468.72,0.0278
206697.16,0.0278
206697.16,-0.0730
206933.47,-0.0730
206933.47,-0.2514
206933.47,-0.0341
206933.47,-0.2140
206933.47,0.0019
207169.78,0.0019
207169.78,-0.0974
207406.10,-0.0974
207406.10,-0.1967
207406.09,0.0191
207642.41,0.0191
207642.41,-0.0802
207870.84,-0.0802
207870.84,-0.2600
207870.84,-0.0428
208107.16,-0.0428
208107.16,-0.2212
208107.16,-0.0053
208343.47,-0.0053
208343.47,-0.1838
208343.47,0.0321
208579.78,0.0321
208579.78,-0.1665
208816.09,0.0494
208816.09,-0.0500
209044.53,-0.0500
209044.53,-0.2284
209044.53,-0.0125
209280.84,-0.0125
209280.84,-0.1909
209280.84,0.0249
209517.16,0.0249
209517.16,-0.0744
209753.47,-0.0744
209753.47,-0.2528
209753.47,-0.0370
209753.47,-0.1363
209989.78,0.0796
209989.78,-0.0197
210218.22,-0.0197
210218.22,-0.1191
210454.53,-0.1967
210454.53,0.0191
210454.53,-0.0802
210690.84,-0.0802
210690.84,-0.2571
210690.84,-0.0413
210927.16,-0.0413
210927.16,-0.2183
210927.16,-0.0024
210927.15,-0.1018
211163.47,0.1127
211163.47,0.0134
211391.90,0.0134
211391.90,-0.0859
211628.22,-0.0859
211628.22,-0.2643
211864.53,-0.0471
211864.53,-0.2255
211864.53,-0.0082
212100.84,-0.0082
212100.84,-0.1852
212100.84,0.0307
212337.16,0.0307
212337.16,-0.0686
212565.59,-0.0686
212565.59,-0.1679
212565.59,0.0479
212801.90,0.0479
212801.90,-0.0514
213038.22,-0.0514
213038.22,-0.2284
213038.22,-0.0125
213038.22,-0.1895
213274.53,0.0278
213274.53,-0.0730
213510.84,-0.0730
213510.84,-0.2485
213510.84,-0.0327
213739.28,-0.0327
213739.28,-0.2082
213739.28,0.0076
213975.59,0.0076
213975.59,-0.0917
214211.90,-0.0917
214211.90,-0.1924
214211.90,0.0249
214448.22,0.0249
214448.22,-0.0758
214684.53,-0.0758
214684.53,-0.2514
214684.53,-0.0356
214912.97,-0.0356
214912.96,-0.2111
214912.97,0.0048
215149.28,0.0048
215149.28,-0.0946
215385.59,-0.0946
215385.59,-0.2701
215385.59,-0.0543
215385.59,-0.1536
215385.59,0.0623
215621.90,0.0623
215621.90,-0.0370
215858.22,-0.0370
215858.22,-0.2125
215858.22,0.0033
216086.65,0.0033
216086.65,-0.0960
216322.97,-0.0960
216322.96,-0.2715
216322.97,-0.0557
216559.28,-0.0557
216559.28,-0.2312
216559.28,-0.0140
216795.59,-0.0140
216795.59,-0.1147
216795.59,0.1026
217031.90,0.1026
217031.90,0.0019
217260.34,0.0019
217260.34,-0.0974
217496.65,-0.0974
217496.65,-0.2730
217496.65,-0.0557
217496.65,-0.2312
217496.65,-0.0140
217732.96,-0.0140
217732.96,-0.1895
217732.96,0.0263
217969.28,0.0263
217969.28,-0.0730
218205.59,-0.0730
218205.59,-0.1737
218205.59,0.0436
218434.02,0.0436
218434.03,-0.0557
218670.34,-0.0557
218670.34,-0.2312
218670.34,-0.0140
218906.65,-0.0140
218906.65,-0.1895
218906.65,0.0278
219142.96,0.0278
219142.96,-0.0730
219379.28,-0.0730
219379.28,-0.2485
219379.28,-0.0312
219607.71,-0.0312
219607.71,-0.1305
219607.71,0.0853
219607.71,-0.0140
219844.02,-0.0140
219844.03,-0.1881
219844.02,0.0278
220080.34,0.0278
220080.34,-0.0715
220316.65,-0.0715
220316.65,-0.2456
220316.65,-0.0298
220552.96,-0.0298
220552.96,-0.2024
220552.96,0.0134
220781.40,0.0134
220781.40,-0.0859
221017.71,-0.0859
221017.71,-0.2600
221017.71,-0.0442
221254.02,-0.0442
221254.03,-0.1435
221254.03,0.0724
221490.34,0.0724
221490.34,-0.1276
221726.65,-0.2010
221726.65,0.0148
221726.65,-0.0845
221955.09,-0.0845
221955.09,-0.2571
221955.09,-0.0413
222191.40,-0.0413
222191.40,-0.2154
222191.40,0.0005
222427.71,0.0005
222427.71,-0.0989
222427.71,0.1156
222664.03,0.1156
222664.02,0.0162
222900.34,0.0162
222900.34,-0.0830
223128.77,-0.0830
223128.77,-0.2571
223128.77,-0.0413
223365.09,-0.0413
223365.09,-0.2154
223365.09,0.0019
223601.40,0.0019
223601.40,-0.1722
223601.40,0.0436
223601.40,-0.0557
223837.71,-0.0557
223837.71,-0.1550
223837.71,0.0609
224074.03,0.0609
224074.02,-0.0399
224302.46,-0.0399
224302.46,-0.2125
224302.46,0.0033
224538.77,0.0033
224538.77,-0.0960
224775.09,-0.0960
224775.09,-0.2701
224775.09,-0.0528
225011.40,-0.0528
225011.40,-0.2269
225011.40,-0.0111
225247.71,-0.0111
225247.71,-0.1838
225247.71,0.0321
225476.15,0.0321
225476.15,-0.0672
225712.46,-0.0672
225712.46,-0.1665
225712.46,0.0479
225712.46,-0.0514
225948.77,-0.0514
225948.77,-0.2240
225948.77,-0.0082
226185.09,-0.0082
226185.09,-0.1809
226185.09,0.0350
226421.40,0.0350
226421.40,-0.0643
226649.83,-0.0643
226649.83,-0.2370
226649.83,-0.0212
226886.15,-0.0212
226886.15,-0.1205
226886.15,0.0954
227122.46,0.0954
227122.46,-0.0039
227358.77,-0.0039
227358.77,-0.1766
227358.77,0.0393
227595.09,0.0393
227595.09,-0.0600
227823.52,-0.0600
227823.52,-0.2312
227823.52,-0.0168
228059.83,-0.0168
228059.83,-0.1881
228059.84,0.0278
228059.83,-0.0715
228296.15,-0.0715
228296.15,-0.2428
228296.15,-0.0269
228532.46,-0.0269
228532.46,-0.1276
228532.46,0.0882
228768.77,0.0882
228768.77,-0.0111
228997.21,-0.0111
228997.21,-0.1823
228997.21,0.0335
229233.52,0.0335
229233.52,-0.0658
229469.83,-0.0658
229469.83,-0.2384
229469.83,-0.0212
229706.15,-0.0212
229706.15,-0.1924
229706.15,0.0220
229942.46,0.0220
229942.46,-0.0773
230170.90,-0.0773
230170.90,-0.1766
230170.89,0.0379
230170.90,-0.0614
230407.21,-0.0614
230407.21,-0.2327
230407.21,-0.0168
230643.52,-0.0168
230643.52,-0.1881
230643.52,0.0278
230879.83,0.0278
230879.83,-0.0730
231116.15,-0.0730
231116.15,-0.2442
231116.15,-0.0284
231344.58,-0.0284
231344.58,-0.1996
231344.58,0.0162
231580.89,0.0162
231580.90,-0.0830
231817.21,-0.0830
231817.21,-0.1823
231817.21,0.0307
232053.52,0.0307
232053.52,-0.0686
232289.83,-0.0686
232289.83,-0.2384
232289.83,-0.0240
232289.83,-0.1938
232518.27,0.0220
232518.27,-0.0787
232754.58,-0.0787
232754.58,-0.2485
232990.89,-0.0341
232990.90,-0.1334
232990.89,0.0825
233227.21,0.0825
233227.21,-0.0168
233463.52,-0.0168
233463.52,-0.1881
233463.52,0.0278
233691.96,0.0278
233691.96,-0.0730
233928.27,-0.0730
233928.27,-0.2428
233928.27,-0.0269
234164.58,-0.0269
234164.58,-0.1967
234164.58,0.0177
234164.58,-0.0816
234400.89,-0.0816
234400.90,-0.1809
234637.21,-0.2514
234637.21,-0.0370
234637.21,-0.1363
234865.64,0.0796
234865.64,-0.0212
235101.96,-0.0212
235101.96,-0.1205
235338.27,-0.1895
235338.27,0.0249
235338.27,-0.0744
235574.58,-0.0744
235574.58,-0.1737
235810.90,-0.2442
235810.89,-0.0298
235810.89,-0.1291
236039.33,-0.1996
236039.33,0.0148
236039.33,-0.0845
236275.64,-0.0845
236275.64,-0.1838
236511.96,-0.2542
236511.96,-0.0399
236511.95,-0.1392
236748.27,0.0753
236748.27,-0.0240
236984.58,-0.0240
236984.58,-0.1938
236984.58,0.0220
237213.02,0.0220
237213.02,-0.0787
237449.33,-0.0787
237449.33,-0.2485
237449.33,-0.0341
237685.64,-0.0341
237685.64,-0.2024
237685.64,0.0119
237921.96,0.0119
237921.95,-0.0874
238158.27,-0.0874
238158.27,-0.1866
238158.27,0.0278
238386.70,0.0278
238386.70,-0.0730
238623.02,-0.0730
238623.02,-0.2413
238623.02,-0.0269
238623.02,-0.1952
238623.02,0.0191
238859.33,0.0191
238859.33,-0.0802
239095.64,-0.0802
239095.64,-0.2485
239095.64,-0.0341
239331.96,-0.0341
239331.95,-0.2024
239331.96,0.0119
239560.39,0.0119
239560.39,-0.0888
239796.70,-0.0888
239796.70,-0.1881
239796.70,0.0263
240033.02,0.0263
240033.02,-0.0730
240269.33,-0.0730
240269.33,-0.2413
240269.33,-0.0269
240505.64,-0.0269
240505.64,-0.1952
240505.64,0.0177
240734.08,0.0177
240734.08,-0.0816
240970.39,-0.0816
240970.39,-0.2514
240970.39,-0.0370
240970.39,-0.1363
241206.70,-0.2053
241206.70,0.0090
241206.70,-0.0902
241443.02,-0.0902
241443.02,-0.1895
241679.33,0.0234
241679.33,-0.0758
241907.77,-0.0758
241907.76,-0.1766
242144.08,-0.2442
242144.08,-0.0298
242144.08,-0.1291
242380.39,-0.1981
242380.39,0.0162
242380.39,-0.0830
242616.70,-0.0830
242616.70,-0.1823
242853.02,-0.2514
242853.02,-0.0370
242853.02,-0.1377
243081.45,-0.2053
243081.45,0.0090
243081.45,-0.0917
243317.77,-0.0917
243317.76,-0.1909
243317.76,0.0234
243554.08,0.0234
243554.08,-0.0758
243790.39,-0.0758
243790.39,-0.2442
243790.39,-0.0298
244026.70,-0.0298
244026.70,-0.1981
244026.70,0.0162
244255.14,0.0162
244255.14,-0.0830
244491.45,-0.0830
244491.45,-0.2514
244491.45,-0.0370
244727.76,-0.0370
244727.76,-0.2053
244727.76,0.0090
244964.08,0.0090
244964.08,-0.0917
245200.39,-0.0917
245200.39,-0.1909
245200.39,0.0220
245200.39,-0.0773
245428.83,-0.0773
245428.83,-0.2442
245665.14,-0.0312
245665.14,-0.1996
245901.45,0.0148
245901.45,-0.0845
246137.76,-0.0845
246137.76,-0.2528
246374.08,-0.0384
246374.08,-0.2053
246602.51,0.0076
246602.51,-0.0917
246838.82,-0.0917
246838.83,-0.1924
246838.82,0.0220
247075.14,0.0220
247075.14,-0.0787
247311.45,-0.0787
247311.45,-0.1780
247547.76,-0.2456
247547.76,-0.0312
247547.76,-0.1996
247547.76,0.0148
247776.20,0.0148
247776.20,-0.0859
248012.51,-0.0859
248012.51,-0.2514
248012.51,-0.0384
248248.82,-0.0384
248248.83,-0.2053
248248.82,0.0090
248485.14,0.0090
248485.14,-0.0917
248721.45,-0.0917
248721.45,-0.1909
248721.45,0.0220
248949.89,0.0220
248949.89,-0.0787
249186.20,-0.0787
249186.20,-0.2442
249186.20,-0.0327
249422.51,-0.0327
249422.51,-0.1996
249422.51,0.0148
249422.51,-0.0859
249658.82,-0.0859
249658.83,-0.2528
249658.82,-0.0399
249887.26,-0.0399
249887.26,-0.1392
249887.26,0.0738
250123.57,0.0738
250123.57,-0.0269
250359.89,-0.0269
250359.89,-0.1924
250596.20,0.0206
250596.20,-0.0787
250832.51,-0.0787
250832.51,-0.2456
251060.95,-0.0327
251060.95,-0.1320
251297.26,-0.1996
251297.26,0.0134
251297.26,-0.0859
251533.57,-0.0859
251533.57,-0.1866
251769.89,-0.2514
251769.89,-0.0384
251769.89,-0.1852
251769.89,0.0278
252006.20,0.0278
252006.20,-0.0730
252234.63,-0.0730
252234.63,-0.1722
252234.64,0.0407
252470.95,0.0407
252470.95,-0.0600
252707.26,-0.0600
252707.26,-0.1593
252707.26,0.2005
252943.57,0.2005
252943.57,0.0997
253179.88,0.0997
253179.89,-0.0010
253408.32,-0.0010
253408.32,-0.1003
253408.32,0.1127
253408.32,0.0134
253644.63,0.0134
253644.63,-0.0859
253880.95,-0.0859
253880.95,-0.1866
253880.95,0.0263
254117.26,0.0263
254117.26,-0.0730
254353.57,-0.0730
254353.57,-0.1737
254353.57,0.0393
254582.01,0.0393
254582.01,-0.0600
254818.32,-0.0600
254818.32,-0.1608
255054.63,0.0523
255054.63,-0.0471
255527.26,-0.0471
255527.26,-0.1478
255527.26,0.0652
255755.69,0.0652
255755.70,-0.0341
255992.01,-0.0341
255992.01,-0.1348
255992.01,0.0767
255992.01,-0.0226
256228.32,-0.0226
256228.32,-0.1881
256228.32,0.0234
256464.63,0.0234
256464.63,-0.0758
256700.95,-0.0758
256700.95,-0.1766
256700.95,0.0364
256929.38,0.0364
256929.38,-0.0629
257165.70,-0.0629
257165.69,-0.2284
257165.69,-0.0168
257402.01,-0.0168
257402.01,-0.1823
257402.01,0.0292
257638.32,0.0292
257638.32,-0.0701
257874.63,-0.0701
257874.63,-0.2356
257874.63,-0.0240
258103.07,-0.0240
258103.07,-0.1895
258339.38,0.0220
258339.38,-0.0773
258575.69,-0.0773
258575.70,-0.1766
258575.69,0.0350
258812.01,0.0350
258812.01,-0.0658
259048.32,-0.0658
259048.32,-0.2312
259048.32,-0.0197
259276.76,-0.0197
259276.76,-0.1852
259276.76,0.0263
259513.07,0.0263
259513.07,-0.0730
259749.38,-0.0730
259749.38,-0.2384
259749.38,-0.0269
259985.69,-0.0269
259985.70,-0.1924
259985.69,0.0177
260222.01,0.0177
260222.01,-0.0816
260450.44,-0.0816
260450.44,-0.1809
260450.44,0.0307
260450.44,-0.0686
260686.75,-0.0686
260686.76,-0.1694
260923.07,-0.2341
260923.07,-0.0226
260923.07,-0.1219
261159.38,-0.1881
261159.38,0.0234
261159.38,-0.0758
261624.13,-0.0758
261624.13,-0.2413
261624.13,-0.0298
261860.44,-0.0298
261860.44,-0.1952
261860.44,0.0148
262096.76,0.0148
262096.75,-0.0859
262333.07,-0.0859
262333.07,-0.1852
262333.07,0.0263
262333.07,-0.0730
262569.38,-0.0730
262569.38,-0.2384
262569.38,-0.0269
262797.82,-0.0269
262797.82,-0.1924
262797.82,0.0177
263034.13,0.0177
263034.13,-0.0816
263270.44,-0.0816
263270.44,-0.2456
263270.44,-0.0356
263506.76,-0.0356
263506.75,-0.1996
263743.07,0.0119
263743.07,-0.0888
263971.50,-0.0888
263971.50,-0.1881
264207.82,-0.2542
264207.82,-0.0428
264207.82,-0.1435
264207.82,0.0667
264444.13,0.0667
264444.13,-0.0327
264680.44,-0.0327
264680.44,-0.1967
264680.44,0.0134
264916.76,0.0134
264916.75,-0.0859
265145.19,-0.0859
265145.19,-0.2514
265145.19,-0.0413
265381.50,-0.0413
265381.50,-0.2053
265381.50,0.0048
265617.82,0.0048
265617.82,-0.0960
265854.13,-0.0960
265854.13,-0.2586
265854.13,-0.0485
266090.44,-0.0485
266090.44,-0.1478
266090.44,0.0609
266318.88,0.0609
266318.88,-0.0384
266555.19,-0.0384
266555.19,-0.2024
266555.19,0.0062
266791.50,0.0062
266791.50,-0.0931
267027.82,-0.0931
267027.82,-0.2571
267027.82,-0.0485
267264.13,-0.0485
267264.13,-0.2125
267264.13,-0.0024
267492.57,-0.0024
267492.56,-0.1665
267492.56,0.0436
267728.88,0.0436
267728.88,-0.0557
267965.19,-0.0557
267965.19,-0.1565
267965.19,0.0537
268201.50,0.0537
268201.50,-0.0471
268437.82,-0.0471
268437.82,-0.2111
268437.82,-0.0010
268666.25,-0.0010
268666.25,-0.1651
268666.25,0.0436
268666.25,-0.0557
268902.56,-0.0557
268902.56,-0.1550
269138.88,-0.2197
269138.88,-0.0111
269375.19,-0.0111
269375.19,-0.1751
269375.19,0.0350
269611.50,0.0350
269611.50,-0.0658
269839.94,-0.0658
269839.94,-0.1651
269839.94,0.0436
270076.25,0.0436
270076.25,-0.0557
270312.56,-0.0557
270312.56,-0.2197
270312.56,-0.0111
270548.88,-0.0111
270548.88,-0.1751
270548.88,0.0350
270785.19,0.0350
270785.19,-0.0658
271013.62,-0.0658
271013.63,-0.2284
271013.62,-0.0197
271013.63,-0.1838
271249.94,0.0249
271249.94,-0.0744
271486.25,-0.0744
271486.25,-0.1737
271722.56,0.0350
271958.88,0.0350
271958.88,-0.0658
272187.31,-0.0658
272187.31,-0.2284
272187.31,-0.0212
272423.62,-0.0212
272423.63,-0.1852
272423.62,0.0234
272659.94,0.0234
272659.94,-0.0758
272896.25,-0.0758
272896.25,-0.2399
272896.25,-0.0312
273132.56,-0.0312
273132.56,-0.1952
273132.56,0.0134
273132.56,-0.0859
273361.00,-0.0859
273361.00,-0.1866
273361.00,0.0234
273597.31,0.0234
273597.31,-0.0758
273833.62,-0.0758
273833.62,-0.1766
274069.94,-0.2413
274069.94,-0.0327
274069.94,-0.1320
274306.25,-0.1967
274306.25,0.0119
274534.69,0.0119
274534.69,-0.0888
274771.00,-0.0888
274771.00,-0.2514
274771.00,-0.0442
275007.31,-0.0442
275007.31,-0.2082
275007.31,0.0005
275243.62,0.0005
275243.62,-0.0989
275243.63,0.1098
275243.62,0.0090
275479.94,0.0090
275479.94,-0.0902
275708.37,-0.0902
275708.37,-0.2542
275944.69,-0.0471
275944.69,-0.1464
276181.00,-0.2111
276181.00,-0.0024
276181.00,-0.1018
276417.31,-0.1665
276417.31,0.0407
276417.31,-0.0586
276882.06,-0.0586
276882.06,-0.2212
276882.06,-0.0140
277118.37,-0.0140
277118.37,-0.1780
277118.37,0.0292
277354.69,0.0292
277354.69,-0.0701
277591.00,-0.0701
277591.00,-0.1694
277591.00,0.0379
277591.00,-0.0629
277827.31,-0.0629
277827.31,-0.2255
278055.75,-0.0183
278055.75,-0.1823
278292.06,0.0249
278292.06,-0.0744
278528.37,-0.0744
278528.37,-0.1737
278764.68,-0.2384
278764.69,-0.0312
279001.00,-0.0312
279001.00,-0.1952
279001.00,0.0119
279229.43,0.0119
279229.43,-0.0888
279465.75,-0.0888
279465.75,-0.1881
279465.75,0.0191
279465.75,-0.0802
279702.06,-0.0802
279702.06,-0.2442
279702.06,-0.0370
279938.37,-0.0370
279938.37,-0.1996
280174.69,0.0076
280174.69,-0.0917
280403.12,-0.0917
280403.12,-0.1924
280639.43,-0.2557
280639.43,-0.0500
280639.43,-0.1493
280875.75,-0.2125
280875.75,-0.0068
281112.06,-0.0068
281112.06,-0.1061
281112.06,0.0997
281348.37,0.0997
281348.37,0.0005
281576.81,0.0005
281576.81,-0.1637
281576.81,0.0436
281576.81,-0.0557
281813.12,-0.0557
281813.12,-0.2197
281813.12,-0.0140
282049.43,-0.0140
282049.43,-0.1766
282285.75,0.0307
282285.75,-0.0686
282522.06,-0.0686
282522.06,-0.1694
282750.49,-0.2341
282750.49,-0.0269
282986.81,-0.0269
282986.81,-0.1262
282986.81,0.0796
283223.12,0.0796
283223.12,-0.0212
283459.43,-0.0212
283459.43,-0.1838
283459.43,0.0220
283695.75,0.0220
283695.75,-0.0787
283924.18,-0.0787
283924.18,-0.2413
283924.18,-0.0356
283924.18,-0.1996
284160.49,0.0076
284160.49,-0.0917
284396.81,-0.0917
284396.81,-0.1924
284633.12,-0.2557
284633.12,-0.0500
284869.43,-0.0500
284869.43,-0.1493
284869.43,0.0566
285097.87,0.0566
285097.87,-0.0428
285334.18,-0.0428
285334.18,-0.2068
285334.18,-0.0010
285570.49,-0.0010
285570.49,-0.1651
285570.49,0.0407
285806.81,0.0407
285806.81,-0.0600
286043.12,-0.0600
286043.12,-0.2212
286043.12,-0.0168
286043.12,-0.1162
286271.56,-0.1794
286271.56,0.0249
286271.55,-0.0744
286744.18,-0.0744
286744.18,-0.1737
286744.18,0.0307
286980.49,0.0307
286980.49,-0.0686
287216.81,-0.0686
287216.81,-0.2327
287216.81,-0.0284
287445.24,-0.0284
287445.24,-0.1909
287445.24,0.0134
287681.56,0.0134
287681.55,-0.0859
287917.87,-0.0859
287917.87,-0.2500
287917.87,-0.0442
288154.18,-0.0442
288154.18,-0.2082
288154.18,-0.0024
288154.18,-0.1018
288390.49,-0.1665
288390.49,0.0379
288618.93,0.0379
288618.93,-0.0614
288855.24,-0.0614
288855.24,-0.1608
288855.24,0.0436
289091.56,0.0436
289091.56,-0.0557
289327.87,-0.0557
289327.87,-0.2197
289327.87,-0.0154
289564.18,-0.0154
289564.18,-0.1780
289564.18,0.0249
289792.62,0.0249
289792.62,-0.0744
290028.93,-0.0744
290028.93,-0.2370
290028.93,-0.0327
290265.24,-0.0327
290265.24,-0.1952
290501.56,0.0090
290501.55,-0.0917
290737.87,-0.0917
290737.87,-0.1909
290737.87,0.0119
290966.30,0.0119
290966.30,-0.0874
291202.62,-0.0874
291202.62,-0.2514
291202.62,-0.0471
291438.93,-0.0471
291438.93,-0.2111
291438.93,-0.0068
291675.24,-0.0068
291675.24,-0.1694
291675.24,0.0335
291911.55,0.0335
291911.56,-0.0658
